"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",2.05,2.28,2.74,2.31,2.49
"Feb",1.07,-0.62,1.71,1.27,1.15
"Mar",1.91,1.55,1.03,1.06,2.05
"Apr",0.53,0.69,1.06,-0.06,0.63
"May",1.58,1.77,1.42,1.53,0.9
"Jun",1.16,1.25,0.94,1.12,0.43
"Jul",1.52,1.54,1.72,1.39,2.11
"Aug",0.64,1.25,0.97,0.76,1.15
"Sep",0.4,0.75,0.37,0.47,0.78
"Oct",0.33,0.77,0.14,0.54,0.78
"Nov",0.33,-0.05,-0.1,0.01,-0.6
"Dec",0.07,-0.21,-0.09,0.43,0.35
