"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",3.59,3.63,4.51,4.83,5.25
"Feb",2.17,2.56,3.07,3.06,4.02
"Mar",3.12,2.11,2.6,2.17,3.52
"Apr",2.3,1.76,2.71,3.04,3.39
"May",1.57,1.72,2.33,2.93,2.84
"Jun",1.4,1.6,2.16,2.86,2.97
"Jul",1.37,1.4,2.38,2.56,3.75
"Aug",0.94,1.66,2.41,2.77,3.32
"Sep",1.32,1.59,2.03,2.16,2.93
"Oct",1.09,1.1,1.45,2.22,2.92
"Nov",1.17,0.88,1.92,2.24,2.21
"Dec",1.69,1.74,2.96,4.47,4.71
