"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",-13.63,-8.56,-8.72,-5.39,-7.85
"Feb",-6.55,-15.05,-1.53,-10.46,-6.05
"Mar",17.89,4.14,8.11,1.78,-2.6
"Apr",-4.62,-6.49,-6.36,-13.15,2.18
"May",-2.41,0.98,1.17,9.07,-4.16
"Jun",-8.44,1.76,23.67,-3.42,5.41
"Jul",-7.71,-0.02,2.24,9.98,1.49
"Aug",7.8,3.31,-0.97,2.19,-8.13
"Sep",6.06,15.01,1.89,10.05,13.9
"Oct",-15.65,9.6,-0.52,-12.99,7.41
"Nov",13.44,0.94,6.96,11.86,6.85
"Dec",-0.42,10.28,-3.79,5.87,-6.38
