"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",0.38,2.36,1.24,0.55,1.07
"Feb",1.09,1.12,-0.04,-0.16,1.35
"Mar",-0.04,0.78,0.5,0.05,-0.11
"Apr",1.33,1.19,0.31,0.52,0.36
"May",0.74,1.23,0.48,0.47,1.14
"Jun",0.19,-0.03,0.37,0.59,0.08
"Jul",0.88,0.82,0.47,0.22,0.67
"Aug",1.1,0.75,1.35,0.83,0.69
"Sep",1.02,1.72,0.87,1.04,1.36
"Oct",0.58,0.56,0.03,0.64,0.34
"Nov",1.52,1.94,0.98,1.04,1.08
"Dec",0.73,1.17,0.74,0.71,0.96
