"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",-0.47,0.02,0.96,0.88,0.11
"Feb",-0.54,-0.02,1.17,1.22,-0.55
"Mar",1.08,0.6,1.74,1.17,1.33
"Apr",1.07,0.69,1.08,0.57,1.01
"May",1.04,1.11,0.94,0.18,0.24
"Jun",1.22,1.25,1.49,1.54,0.74
"Jul",0.88,1.31,0.88,0.67,0.44
"Aug",1.14,1.2,0.82,0.94,0.81
"Sep",-0.21,0.65,0.72,0.23,0.49
"Oct",0.83,0.9,1.05,-0.17,0.37
"Nov",0.43,0.73,0.58,0.47,0.86
"Dec",1.25,1.13,0.47,0.56,0.01
