"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",2.09,1.77,2.21,3.27,1.53
"Feb",2.37,2.02,1.54,1.96,2.02
"Mar",2.77,2.12,1.65,1.48,2.39
"Apr",1.97,1.52,1.8,1.44,1.97
"May",1.73,1.47,1.47,1.18,0.83
"Jun",2.08,2.55,2.29,1.82,1.76
"Jul",1.51,2,2.93,1.92,2.6
"Aug",2.3,1.72,2.13,1.66,2.12
"Sep",2.14,2.14,1.83,1.68,1.61
"Oct",1.79,1.91,1.12,1.38,2.3
"Nov",1.92,1.55,2.07,2.17,2.1
"Dec",1.35,1.34,3.12,2.9,2.16
