"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",6.77,8.34,16.04,14.59,7.12
"Feb",-12.51,5.5,-9.35,5.55,9.43
"Mar",2.68,-2.95,8.14,8.83,1.57
"Apr",-12.16,-9.5,-9.68,-8.35,-22.34
"May",4.47,-3.58,3.18,-0.47,0.74
"Jun",-8.66,-3.9,2.45,0.33,-11.29
"Jul",-2.14,-9.4,0.88,-9.77,-1.28
"Aug",1,-3.89,-1.64,0.04,-3.22
"Sep",17.13,-7.67,-2.3,-11.17,-8.31
"Oct",-8.99,-6.31,-4.39,-22.6,1.44
"Nov",-7.73,2.6,17.81,15.36,7.55
"Dec",9.83,21.21,15.23,5.59,14.66
