"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",0.72,1.19,2.4,4.49,4.87
"Feb",0.85,0.78,1.71,3.16,4.67
"Mar",1.6,1.88,3.09,3.47,4.31
"Apr",0.04,0.97,1.3,2,3.15
"May",0.9,1.6,1.43,2.34,3.84
"Jun",2.26,2.25,3.14,4.07,5.3
"Jul",1.39,1.89,3.35,3.82,6.12
"Aug",1.91,1.54,3.46,4.29,6.21
"Sep",1.16,1.49,3.62,4.24,6.05
"Oct",0.52,0.94,2.04,3.28,5.09
"Nov",-0.35,0.22,1.48,3.35,3.52
"Dec",1.18,0.99,1.44,3.29,4.49
