"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",0.41,0.75,0.66,1.39,1.1
"Feb",-0.84,1.01,-0.16,0.14,-0.18
"Mar",1.24,0.57,1.43,2.17,1.59
"Apr",0.65,1.89,0.81,1.52,1.59
"May",0.62,0.9,0.67,1.01,0.99
"Jun",1.16,1.34,-0.09,0.36,1.09
"Jul",0.99,0.65,0.94,0.3,0.35
"Aug",-0.03,-0.35,0.93,0.71,0.5
"Sep",0.05,0.55,0.61,0.71,0.82
"Oct",0.46,0.68,0.8,0.7,1.17
"Nov",1.32,1.04,1.22,0.61,0.84
"Dec",0.99,0.38,1.84,-0.13,1.52
