"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",-6.18,-3.08,-4.4,-1.22,-9.23
"Feb",9.18,6.88,11.81,7.79,13.49
"Mar",9.77,12.84,-1.77,-0.16,15.32
"Apr",5.56,-0.56,0.58,3.02,5.94
"May",5.85,7.34,12.83,10.71,39.49
"Jun",2.5,5.22,8.73,-7.12,1.74
"Jul",11.68,20.2,16.47,19.41,21.6
"Aug",-11.42,1.7,11.88,-5.88,2.58
"Sep",5.92,15.8,2.72,-13.77,10.33
"Oct",-1.22,30.15,22.67,-1.53,6.72
"Nov",7.81,9.95,11.95,12.46,12.13
"Dec",4.76,7.27,8.57,7.73,15.95
