"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",3.11,2.89,3.6,3.66,3.82
"Feb",0.66,2.28,2.01,1.93,2.37
"Mar",1.4,2.92,2.54,2.2,2.36
"Apr",1.56,1.98,2.73,2.41,2.84
"May",1.25,1.66,1.71,1.72,2.05
"Jun",1.28,1.74,1.54,1.91,2.59
"Jul",1.44,1.25,2.16,2.27,2.53
"Aug",1.48,1.46,1.97,1.61,1.71
"Sep",1.19,1.55,2.11,1.39,2.19
"Oct",0.35,1.24,1.63,1.08,2.13
"Nov",1.55,2.39,2.65,1.8,2.72
"Dec",1.83,2.13,3.03,2.83,3.78
