"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",1.54,1.5,1.54,2.13,4.13
"Feb",0.3,1.58,1.1,3.06,3.52
"Mar",0.19,0.4,0.95,1.95,2.54
"Apr",1.22,1.44,1.41,2.94,2.74
"May",1.35,1.84,1.58,3.56,3.35
"Jun",0.89,0.65,1.51,2.74,3.28
"Jul",0.42,0.94,1.92,3.43,4.46
"Aug",1.51,1.62,2.59,3.67,4.86
"Sep",1.25,1.07,2.26,3.5,4.63
"Oct",0.15,0.31,1.51,2.58,2.73
"Nov",1.4,1.01,2.35,3.08,3.49
"Dec",0.81,0.49,2.42,3.68,3.81
