"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",0.1,-0.96,0.99,2.09,1.53
"Feb",-1.4,-0.79,0.22,1.06,1.72
"Mar",0.17,0.9,1.63,1.89,1.42
"Apr",0.73,0.31,1.33,1.7,2.16
"May",0.79,1.6,1.91,2.31,2.03
"Jun",1.96,2.79,2.43,3.19,3.41
"Jul",1.01,1.14,1.72,2.54,3.25
"Aug",1.78,1.78,2.43,2.85,3.69
"Sep",1.03,1.05,2.31,2.7,2.84
"Oct",0.18,1.21,1.46,2.26,2.83
"Nov",-0.15,0.85,1.14,2.69,1.8
"Dec",0.58,0.41,1.32,2.15,1.99
