"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",3.56,3.71,4.13,2.89,3.38
"Feb",2.47,2.39,2.55,1.43,1.31
"Mar",1.6,1.88,1.72,1.77,1.21
"Apr",1.75,0.98,2.14,1.37,2
"May",1.54,1.18,1.54,0.53,1.3
"Jun",1,1.1,1.07,0.81,1.26
"Jul",1.24,1.24,1.17,0.69,1.5
"Aug",1.03,0.99,1.21,0.48,1.57
"Sep",1.34,1.37,1.68,1.06,1.35
"Oct",0.82,0.97,1.07,0.79,0.45
"Nov",0.73,1.39,0.1,1.81,0.43
"Dec",2.47,1.18,1.62,2.1,1.83
