"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",2.98,3.92,4.08,4.81,5.5
"Feb",2.09,2.81,2.95,4.36,5.25
"Mar",2.88,1.73,3.75,3.92,5.26
"Apr",2.08,2.51,2.79,3.96,5.03
"May",1.35,1.71,2.67,3.31,4.2
"Jun",0.9,1.43,2.58,3.47,4.77
"Jul",1.74,1.47,2.85,3.81,5.04
"Aug",0.95,1.7,2.33,3.24,4.59
"Sep",1.3,1.42,2.4,2.77,4.36
"Oct",1.3,1.06,2,2.82,3.75
"Nov",1.58,1.45,3,2.6,4.51
"Dec",1.84,2.13,2.83,3.79,5.32
