"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",0.56,-0.53,1.76,2.06,2.97
"Feb",-0.05,-0.46,1.88,1.28,2.44
"Mar",-0.02,-0.18,0.93,0.72,2.44
"Apr",0.81,0.84,1.09,0.67,1.73
"May",0.93,0.95,1.06,1.53,2.17
"Jun",0.32,0.63,0.29,0.94,0.76
"Jul",1.08,1.47,1.75,1.98,1.92
"Aug",0.9,1.3,2.06,2.54,3.16
"Sep",1.12,1.52,1.8,1.44,3.18
"Oct",0.51,0.1,0.82,0.16,1.63
"Nov",1.29,0.37,1.07,1,2.44
"Dec",0.92,0.07,1.88,1.48,3.45
