"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",0.27,-0.16,1.1,-0.51,-0.3
"Feb",1.5,0.46,1.87,-0.14,0.48
"Mar",-0.03,0.22,1.03,-0.31,0.7
"Apr",-0.27,0.56,0.74,0.3,0.99
"May",-0.05,-0.24,-0.16,0.23,-0.54
"Jun",-0.58,-0.17,-0.19,0.51,0.49
"Jul",-0.14,1.09,0.38,1.56,0.9
"Aug",0.91,1.07,0.8,0.93,1.08
"Sep",0.34,0.51,0.85,0.9,0.8
"Oct",0.13,0.05,0.3,0.27,-0.09
"Nov",0.41,0.02,-0.26,0.6,1.27
"Dec",0.08,0.37,0.77,0.73,1.16
