"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",1.67,1.8,2.27,1.93,0.54
"Feb",0.86,0.98,2.38,1.26,-0.03
"Mar",0.36,-0.44,0.68,0.74,0.37
"Apr",0.67,0.28,-0.1,0.39,-0.09
"May",1.14,0.59,1.26,1.31,0.49
"Jun",1.52,1.29,1.04,1.52,1.63
"Jul",0.47,0.47,0.04,0.79,0.88
"Aug",1.88,1.17,1.82,2.05,1.59
"Sep",0.96,0.53,0.87,0.98,0.91
"Oct",1.74,1.85,1.74,1.83,1.04
"Nov",1.3,-0.49,0.51,0.79,0.98
"Dec",0.65,0.01,1.45,1.08,0.26
