"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",-0.04,0.77,2.66,1.82,3.84
"Feb",1.5,1.78,2.18,2.8,3.52
"Mar",0.34,0.43,1.58,2.05,2.72
"Apr",0.72,0.95,1.96,2.27,2.54
"May",-0.16,0.57,1.46,1.78,2.03
"Jun",-0.19,0.48,1.23,2.66,2.06
"Jul",0.94,1.29,1.69,3.64,4.12
"Aug",1.64,1.61,3.51,4.09,4.36
"Sep",0.18,0.83,1.74,2.97,3.35
"Oct",-0.9,-0.02,1.26,1.44,1.89
"Nov",0.21,0.81,1.58,2.5,2.98
"Dec",0.8,1.01,1.99,2.81,3.64
