"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",-0.4,0.1,0.29,0.66,1.06
"Feb",-0.68,0.85,0.31,0.76,0.65
"Mar",1.09,0.75,1.73,1.93,2.09
"Apr",0.95,1.27,1.04,1.22,1.3
"May",1.64,0.96,1.3,0.84,1.15
"Jun",1.47,2.12,2.14,2.36,2.67
"Jul",1.11,1.67,2.03,1.67,2.29
"Aug",1.76,1.9,2.05,2.07,2.88
"Sep",1.25,1.53,1.51,1.99,1.94
"Oct",1.32,0.87,1.27,1.67,2.06
"Nov",0.85,0.61,1.38,1.48,1.67
"Dec",0.76,0.27,0.77,1.19,1.62
