"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",-2.73,7.2,2.51,6.15,9.51
"Feb",2.94,-3.38,3.92,3.42,10.01
"Mar",1.5,9.64,13.76,13.52,-5.13
"Apr",14.6,7.28,9.2,2.55,11.74
"May",-5.26,-6.34,-3.45,-7.85,-9.14
"Jun",6.92,9.57,-8.7,6.94,2.88
"Jul",-0.37,7.25,-12.8,-4.7,-10.08
"Aug",15.8,12.27,17.83,23.51,11.24
"Sep",-7.95,-8.37,8.09,14.06,-11.48
"Oct",5.92,8.71,7.17,-3.94,-2.62
"Nov",0.68,3.58,-5.5,4.16,-6.6
"Dec",10.37,5.8,15.92,11.4,1.52
