"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",-3.2,-3.12,-4.94,-5.02,-5.86
"Feb",2.1,0.18,9.99,0.02,-0.04
"Mar",3.21,24.49,9.26,14.86,14.37
"Apr",15.87,18.31,3.8,9.56,14.37
"May",11.82,-3.29,6.43,-1.97,5.27
"Jun",-3.83,-16.85,-25.11,-8.65,10.31
"Jul",-4.84,-14.59,-13.09,-15.56,-2.58
"Aug",-23.79,-7.93,-11.35,-1.18,-12.73
"Sep",-6.91,-13.73,-15.87,-3.45,1.01
"Oct",-17.18,-10.35,-15.9,-14.96,-6.28
"Nov",4.21,10.78,9.35,-1.62,0.44
"Dec",-0.32,3.95,-2.41,-10.37,-6.79
