"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",1.98,0.31,0.96,0.87,1.7
"Feb",0.74,0.43,-0.26,0.77,1.34
"Mar",1.23,0.4,1.07,0.88,1.58
"Apr",1.02,1.07,0.21,0.23,0.92
"May",0.46,0.47,0.77,0.23,0.65
"Jun",2.3,1.76,1.8,1.65,1.34
"Jul",1.47,1.3,1.36,1.05,0.82
"Aug",1.49,1.63,1.31,0.96,1.13
"Sep",1.38,1.94,2.44,1.75,1.62
"Oct",0.94,0.49,1.29,-0.1,0.96
"Nov",-0.05,-0.56,0.32,-0.27,0.35
"Dec",0.47,0.76,1.32,1.59,0.82
