"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",-0.45,1.47,-0.08,2.27,2.47
"Feb",0.76,1.19,1.87,3,2.73
"Mar",0.48,1.01,0.97,1.77,1.71
"Apr",0.82,1.14,1.35,1.6,2.84
"May",0.29,1.08,0.17,1.38,1.52
"Jun",-0.17,0.54,0.28,1.38,1
"Jul",0.73,1.49,1.45,2.51,2.18
"Aug",1.07,1.45,2.46,2.64,3.65
"Sep",0.59,1.1,1.2,1.62,2.76
"Oct",0.48,0.56,0.44,1.36,1.67
"Nov",0.38,0.5,1.94,1.57,1.55
"Dec",0.51,0.94,0.8,1.46,2.47
