"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",1.01,0.79,2.73,4.37,3.7
"Feb",0.59,-0.61,2.34,2.63,3.77
"Mar",1.05,0.56,3.07,3.38,3.73
"Apr",0.98,-0.08,0.56,2.34,3.19
"May",1.95,2.08,2.68,3.24,4.59
"Jun",0.8,1.32,2.89,2.9,4.72
"Jul",1.6,1.84,2.86,3.48,5.2
"Aug",1.34,1.96,2.57,4.11,5.21
"Sep",0.38,0.74,1.93,2.9,3.64
"Oct",-0.21,1.01,1.55,2.5,4.18
"Nov",-0.31,0.06,0.92,1.74,2.56
"Dec",-0.48,0.82,1.64,1.31,2.38
