"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",4.74,4.41,-3.16,14.69,5.49
"Feb",-4.51,-3.74,0.74,-7.25,-2.14
"Mar",9.71,-4.15,4.88,7.11,8.87
"Apr",5.27,6.39,-3.36,-3.21,6.82
"May",5.73,3.08,0.23,3.96,15.26
"Jun",6.47,-3.3,4.97,0.91,15.79
"Jul",3.71,5.2,-2.72,7.08,1.49
"Aug",-10.43,-18.03,-8.6,-20.44,-7.24
"Sep",10.16,20.39,26.42,12.16,32.05
"Oct",3.59,0.37,6.97,11.69,6.28
"Nov",4.43,-0.6,9.05,1.19,-4.39
"Dec",8.9,5.3,19.45,9.05,2.35
