"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",13.37,13.78,9.98,20.29,11.26
"Feb",0.86,4.13,1.55,-0.74,11.86
"Mar",9.16,12.82,-1.75,0.28,4.29
"Apr",10.62,-3.31,6.54,0.08,-6.43
"May",6.15,-1.05,15.3,6.19,4.52
"Jun",12.27,12.54,6.62,21.93,5.68
"Jul",-8.12,5.84,7.13,0.26,-2.27
"Aug",0.02,-16.16,5.32,2.24,1.6
"Sep",-6.43,-12.7,-5.57,-0.64,3.08
"Oct",8.74,10.37,-9.76,7.79,2.05
"Nov",13.04,9.06,1.64,4.33,12.78
"Dec",15.62,18.04,5.29,0.93,6.95
