"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",-0.29,0.11,1.67,2.81,3.91
"Feb",-0.8,-0.4,1.97,1.96,4.16
"Mar",-0.31,1.61,2.33,4.14,3.88
"Apr",1.16,1.07,2.04,3.71,3.3
"May",1.42,0.8,1.95,3.11,3.64
"Jun",1.23,0.88,2.83,3.14,4.26
"Jul",1.25,0.84,1.44,3.44,3.97
"Aug",0.55,0.83,2.39,3.94,4.61
"Sep",0.18,0.87,1.47,2.8,3.19
"Oct",-0.19,0.22,1.69,2.98,3.14
"Nov",-0.04,0.64,1.95,3.52,3.19
"Dec",-0.33,0.22,2.39,3.2,4.03
