"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",1.5,1.74,3.08,3.19,3.88
"Feb",2.03,1.82,2.75,1.8,2.54
"Mar",1.18,1.62,2.5,2.98,2.65
"Apr",0.95,1.22,2.25,3.1,2.76
"May",0.79,1.67,0.82,1.84,1.13
"Jun",0.84,1.17,1.5,2.37,2.2
"Jul",1.14,1.68,2.28,3.2,2.82
"Aug",1.83,2.67,3.19,4.19,4.31
"Sep",2.15,2.68,3.07,3.36,3.86
"Oct",1.99,2.32,2.59,2.5,3.61
"Nov",1.5,2.14,2.29,2.53,3.66
"Dec",1.48,2.74,3.34,3.41,4.33
