"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",2.05,14.22,-6.3,3.03,16.5
"Feb",-4.99,0.83,1.23,-2.76,-4.37
"Mar",8.46,-8.42,5.35,7.61,10.26
"Apr",19.38,5.25,5.82,0.58,17.7
"May",21.46,5.37,20.07,23.26,10.08
"Jun",-31.1,-35.66,-22.38,-17.67,-23.04
"Jul",-10.13,-12.48,-14.29,-22.28,-2.37
"Aug",-1.87,11.14,7.93,-1.68,9.27
"Sep",-25.16,-19.56,-14.89,-39.13,-27.26
"Oct",-5.35,11.69,18.46,5.56,9.98
"Nov",-5.43,12.48,12.86,20.94,11.94
"Dec",7.75,-9.49,7.94,-0.42,-0.46
