"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",0.83,0.65,2.23,0.99,2.22
"Feb",-0.26,-0.19,0.85,0.86,1.6
"Mar",0.01,1.35,2.46,2.5,2.32
"Apr",1.07,0.93,1.55,2.41,1.96
"May",1.36,1.19,1.49,1.85,1.31
"Jun",0.12,0.68,1.51,1.98,1.35
"Jul",-0.45,0.21,1.23,1.91,0.46
"Aug",0.65,0.67,1.65,1.31,1.78
"Sep",0.35,0.57,0.51,0.78,1.07
"Oct",0.92,1.2,1.65,1.67,2.04
"Nov",0.17,1.11,1.5,2.26,1.12
"Dec",0.2,0.45,1.04,1.57,2.12
