"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",0.88,0.93,1.72,1.19,1.71
"Feb",1.13,0.74,2.17,0.91,2.08
"Mar",0.89,0.23,1.56,0.9,1.11
"Apr",0.82,1.28,1.33,1.39,1.02
"May",0.7,0.34,0.62,0.61,-0.31
"Jun",0.11,0.56,0.46,0.63,-0.06
"Jul",0.61,0.88,1.43,1.45,1.64
"Aug",1.43,2.19,1.74,2.39,2.26
"Sep",0.97,1.02,1.39,0.94,1.12
"Oct",0.45,0.5,0.99,0.72,0.5
"Nov",0.81,0.74,1.27,1.68,1.4
"Dec",0.4,0.93,1.87,2.74,2.13
