"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",2.33,1.48,2.2,1.86,1.25
"Feb",0.84,0.6,0.46,0.15,1.1
"Mar",1.08,0.03,1.95,1.2,1.48
"Apr",0.88,0.97,1.05,1.84,1.19
"May",0.48,1.15,0.42,1.34,1.08
"Jun",0.72,1,0.56,1.02,1.09
"Jul",1.1,0.96,1.35,1.19,1.25
"Aug",1.39,1.98,1.68,2.04,2.31
"Sep",2.02,2.13,1.79,1.82,1.73
"Oct",0.6,1.05,1.28,0.94,1.83
"Nov",1.91,1.85,1.38,1.68,1.96
"Dec",2.7,2.12,2.36,1.95,1.94
