"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",2.74,2.69,3.04,4.17,5.07
"Feb",2.22,2.71,2.9,4,4.49
"Mar",1.62,2.57,2.84,4.7,4.61
"Apr",1.33,2.16,2.95,4.28,3.68
"May",0.74,0.74,2.07,3.64,3.61
"Jun",0.79,0.82,2.47,3.36,4.37
"Jul",1.25,2.15,2.87,5.09,5.36
"Aug",2.07,3.09,4.21,6.22,6.64
"Sep",2.28,2.97,3.74,4.99,5.69
"Oct",1.66,2.69,3.78,4.1,4.89
"Nov",2.04,2.51,3.13,3.76,4.65
"Dec",2.71,2.6,3.41,4.65,5.13
