"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",1.94,3.4,4.31,6.61,8.38
"Feb",2.77,3.72,4.89,7.74,8.74
"Mar",2.6,3.74,5.35,7.07,8.03
"Apr",1.95,2.22,3.68,4.94,6.25
"May",2.26,3.61,4.34,5.92,6.92
"Jun",3.11,3.37,5.67,6.69,10.39
"Jul",2.29,2.81,6.65,8.82,10.7
"Aug",2.67,3.31,6.63,8.85,10.63
"Sep",1.95,2.89,5.38,7.75,9.91
"Oct",2.44,3.35,4.52,6.76,8.22
"Nov",2.39,2.13,4.99,6.17,7.73
"Dec",3.29,3.3,5.35,7.84,8.8
