"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",1.98,1.76,3.78,2.25,2.79
"Feb",2.31,3.01,2.8,3.55,4.01
"Mar",2.19,2.94,2.98,3.85,4.51
"Apr",1.89,2.53,2.57,2.48,2.53
"May",2.31,1.99,3,2.88,3.1
"Jun",2.97,2.7,3.53,3.6,4.78
"Jul",3.28,2.95,3.6,4.7,5.27
"Aug",3.3,3.57,3.95,4.67,5.39
"Sep",2.37,2.43,2.96,3.53,3.97
"Oct",2.19,1.95,2.8,3.64,3.86
"Nov",2.08,1.96,2.09,2.77,3.98
"Dec",2.21,3.11,3.99,3.98,4.4
