"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",0.91,2.7,2.99,4.02,3.44
"Feb",1.21,2.01,1.41,1.2,2.66
"Mar",1.01,0.38,1.12,1.24,2.02
"Apr",1.27,0.65,0.98,1.21,1.4
"May",1.72,1.4,1.22,1.01,2.22
"Jun",2.15,2.07,2.2,2.88,3.79
"Jul",0.86,1.11,1.78,1.97,2.97
"Aug",2.48,2.33,2.95,2.65,3.81
"Sep",1.84,1.82,2.25,2.58,2.96
"Oct",2.47,1.75,2.18,3.17,3.13
"Nov",1.91,0.39,1.34,1.75,2.07
"Dec",1.16,1.2,1.68,1.86,2.02
