"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",0.56,0.32,0.53,2.44,1.36
"Feb",-0.06,0.22,1.17,1.05,2.23
"Mar",0.86,0.79,1.58,1.83,2.56
"Apr",0.54,0.85,1.27,1.51,1.32
"May",0.84,1.79,1.26,1.47,0.82
"Jun",0.95,0.78,1.33,1.52,1.88
"Jul",0.65,1.27,1.31,1.15,1.72
"Aug",0.98,1.16,1.04,1.78,2.01
"Sep",1.11,0.53,0.86,1.43,1.87
"Oct",0.44,0.25,0.55,1.43,0.86
"Nov",0.9,0.71,0.4,0.82,1.44
"Dec",0.18,1.14,1.37,2.18,1.35
