"Category","SSP1-1.9","SSP1-2.6","SSP2-4.5","SSP3-7.0","SSP5-8.5"
"Jan",12.53,2.1,17.35,-6.09,0.98
"Feb",2.21,-2.32,0.71,11.49,0.61
"Mar",-2.37,-5.54,2.47,-2,5.68
"Apr",17.88,4.04,10.75,4.34,18.75
"May",7.44,16.47,8.87,8.49,29.47
"Jun",-37.91,-31.98,-20.49,-29.58,-27.22
"Jul",-22.94,-28.65,-9.64,-1.75,9.06
"Aug",10.46,-2.28,-0.51,5.98,5.19
"Sep",-21.84,-23.02,-47.72,-21.2,-24.62
"Oct",14.52,8.31,22.44,18.16,29.08
"Nov",16.34,8.98,8.39,0.92,4.62
"Dec",-3.37,9.99,-12.5,12.44,5.61
